TOTAL,PASS/FAIL,DIVISON,SELECTION,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
279,PASS,FIRST,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
289,PASS,FIRST,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
270,PASS,FIRST,NEXT,,,,,,,,,,
133,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
143,FAIL,NO DIVISION,SAME,,,,,,,,,,
107,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
141,FAIL,NO DIVISION,SAME,,,,,,,,,,
132,FAIL,NO DIVISION,SAME,,,,,,,,,,
284,PASS,FIRST,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
156,FAIL,NO DIVISION,SAME,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
271,PASS,FIRST,NEXT,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
230,PASS,SECOND,NEXT,,,,,,,,,,
148,FAIL,NO DIVISION,SAME,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
254,PASS,FIRST,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
267,PASS,FIRST,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
167,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
294,PASS,FIRST,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
69,FAIL,NO DIVISION,SAME,,,,,,,,,,
150,FAIL,NO DIVISION,SAME,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
88,FAIL,NO DIVISION,SAME,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
268,PASS,FIRST,NEXT,,,,,,,,,,
268,PASS,FIRST,NEXT,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
120,FAIL,NO DIVISION,SAME,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
263,PASS,FIRST,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
183,FAIL,NO DIVISION,SAME,,,,,,,,,,
163,FAIL,NO DIVISION,SAME,,,,,,,,,,
274,PASS,FIRST,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
294,PASS,FIRST,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
224,PASS,SECOND,NEXT,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
146,FAIL,NO DIVISION,SAME,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
170,FAIL,NO DIVISION,SAME,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
230,PASS,SECOND,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
114,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
297,PASS,FIRST,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
266,PASS,FIRST,NEXT,,,,,,,,,,
150,FAIL,NO DIVISION,SAME,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
224,PASS,SECOND,NEXT,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
117,FAIL,NO DIVISION,SAME,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
267,PASS,FIRST,NEXT,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
297,PASS,FIRST,NEXT,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
291,PASS,FIRST,NEXT,,,,,,,,,,
230,PASS,SECOND,NEXT,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
142,FAIL,NO DIVISION,SAME,,,,,,,,,,
132,FAIL,NO DIVISION,SAME,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
127,FAIL,NO DIVISION,SAME,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
140,FAIL,NO DIVISION,SAME,,,,,,,,,,
267,PASS,FIRST,NEXT,,,,,,,,,,
146,FAIL,NO DIVISION,SAME,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
260,PASS,FIRST,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
150,FAIL,NO DIVISION,SAME,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
169,FAIL,NO DIVISION,SAME,,,,,,,,,,
257,PASS,FIRST,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
275,PASS,FIRST,NEXT,,,,,,,,,,
167,FAIL,NO DIVISION,SAME,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
170,FAIL,NO DIVISION,SAME,,,,,,,,,,
145,FAIL,NO DIVISION,SAME,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
124,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
266,PASS,FIRST,NEXT,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
127,FAIL,NO DIVISION,SAME,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
87,FAIL,NO DIVISION,SAME,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
183,FAIL,NO DIVISION,SAME,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
259,PASS,FIRST,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
127,FAIL,NO DIVISION,SAME,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
118,FAIL,NO DIVISION,SAME,,,,,,,,,,
142,FAIL,NO DIVISION,SAME,,,,,,,,,,
183,FAIL,NO DIVISION,SAME,,,,,,,,,,
251,PASS,FIRST,NEXT,,,,,,,,,,
239,PASS,SECOND,NEXT,,,,,,,,,,
272,PASS,FIRST,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
267,PASS,FIRST,NEXT,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
254,PASS,FIRST,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
245,PASS,SECOND,NEXT,,,,,,,,,,
166,FAIL,NO DIVISION,SAME,,,,,,,,,,
137,FAIL,NO DIVISION,SAME,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
103,FAIL,NO DIVISION,SAME,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
167,FAIL,NO DIVISION,SAME,,,,,,,,,,
257,PASS,FIRST,NEXT,,,,,,,,,,
261,PASS,FIRST,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
263,PASS,FIRST,NEXT,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
288,PASS,FIRST,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
149,FAIL,NO DIVISION,SAME,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
163,FAIL,NO DIVISION,SAME,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
115,FAIL,NO DIVISION,SAME,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
286,PASS,FIRST,NEXT,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
142,FAIL,NO DIVISION,SAME,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
156,FAIL,NO DIVISION,SAME,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
215,PASS,SECOND,NEXT,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
146,FAIL,NO DIVISION,SAME,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
297,PASS,FIRST,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
139,FAIL,NO DIVISION,SAME,,,,,,,,,,
267,PASS,FIRST,NEXT,,,,,,,,,,
267,PASS,FIRST,NEXT,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
104,FAIL,NO DIVISION,SAME,,,,,,,,,,
93,FAIL,NO DIVISION,SAME,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
119,FAIL,NO DIVISION,SAME,,,,,,,,,,
293,PASS,FIRST,NEXT,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
264,PASS,FIRST,NEXT,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
140,FAIL,NO DIVISION,SAME,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
300,PASS,FIRST,NEXT,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
278,PASS,FIRST,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
133,FAIL,NO DIVISION,SAME,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
279,PASS,FIRST,NEXT,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
170,FAIL,NO DIVISION,SAME,,,,,,,,,,
251,PASS,FIRST,NEXT,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
275,PASS,FIRST,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
149,FAIL,NO DIVISION,SAME,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
257,PASS,FIRST,NEXT,,,,,,,,,,
292,PASS,FIRST,NEXT,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
157,FAIL,NO DIVISION,SAME,,,,,,,,,,
300,PASS,FIRST,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
215,PASS,SECOND,NEXT,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
291,PASS,FIRST,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
142,FAIL,NO DIVISION,SAME,,,,,,,,,,
280,PASS,FIRST,NEXT,,,,,,,,,,
55,FAIL,NO DIVISION,SAME,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
266,PASS,FIRST,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
145,FAIL,NO DIVISION,SAME,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
128,FAIL,NO DIVISION,SAME,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
280,PASS,FIRST,NEXT,,,,,,,,,,
170,FAIL,NO DIVISION,SAME,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
282,PASS,FIRST,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
170,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
298,PASS,FIRST,NEXT,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
278,PASS,FIRST,NEXT,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
134,FAIL,NO DIVISION,SAME,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
226,PASS,SECOND,NEXT,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
126,FAIL,NO DIVISION,SAME,,,,,,,,,,
300,PASS,FIRST,NEXT,,,,,,,,,,
153,FAIL,NO DIVISION,SAME,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
277,PASS,FIRST,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
300,PASS,FIRST,NEXT,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
151,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
114,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
144,FAIL,NO DIVISION,SAME,,,,,,,,,,
120,FAIL,NO DIVISION,SAME,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
106,FAIL,NO DIVISION,SAME,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
230,PASS,SECOND,NEXT,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
